Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
EURO FX - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,099741,CME ,00,099 ,789898,43630,544967,7616,484939,77011,21213,79329,56100,18535,37931,16501,5001,698194,746944,91704,42954,1265,1846,-1984,-1010,-755,4154,131,237,-1584,3250,-538,1070,-25,3136,4002,-1871,-2737,100,5.5,69,1,61.4,9.7,2.7,10,7.1,2.3,4.8,2.1,0.6,88.4,94.6,11.6,5.4,311,14,16,7,118,24,45,51,40,26,32,16,9,247,151,15.5,61.8,26,69.9,14.8,61.7,24.8,69.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,099741,CME ,00,099 ,788633,41784,546951,8626,485694,72857,21082,79092,57684,15285,38469,15431,5026,695058,742942,93575,45691,7346,1499,8312,-533,-3810,-5774,2803,5297,-536,-891,-145,2015,53,4273,5449,3073,1897,100,5.3,69.4,1.1,61.6,9.2,2.7,10,7.3,1.9,4.9,2,0.6,88.1,94.2,11.9,5.8,310,15,16,8,116,23,46,53,39,27,32,16,8,247,152,15.3,62,25.8,70.1,14.5,61.8,24.7,69.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,099741,CME ,00,099 ,781287,40285,538639,9159,489504,78631,18279,73795,58220,16176,38614,13416,4973,690785,737493,90502,43794,-15451,-844,-326,-741,2492,2980,66,-11701,-22220,2147,-1588,1553,-113,-10282,-16654,-5169,1203,100,5.2,68.9,1.2,62.7,10.1,2.3,9.4,7.5,2.1,4.9,1.7,0.6,88.4,94.4,11.6,5.6,305,15,15,7,118,23,47,52,36,24,31,15,8,242,149,15.3,61.7,26.1,69.6,14.7,61.6,25,69.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,099741,CME ,00,099 ,796738,41129,538965,9900,487012,75651,18213,85496,80440,14029,40202,11863,5086,701067,754147,95671,42591,19169,11,24182,1825,10091,807,580,8028,-7892,-436,-395,1617,587,20291,21270,-1122,-2101,100,5.2,67.6,1.2,61.1,9.5,2.3,10.7,10.1,1.8,5,1.5,0.6,88,94.7,12,5.3,308,18,14,8,118,23,47,54,37,18,31,13,8,243,146,14.4,61.6,24.8,69.3,13.9,61.4,24,69,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,099741,CME ,00,099 ,777569,41118,514783,8075,476921,74844,17633,77468,88332,14465,40597,10246,4499,680776,732877,96793,44692,23654,-1969,20518,1418,17472,-1969,33,5982,2959,-534,-1116,-1128,51,21337,21348,2317,2306,100,5.3,66.2,1,61.3,9.6,2.3,10,11.4,1.9,5.2,1.3,0.6,87.6,94.3,12.4,5.7,304,16,13,7,118,22,47,52,39,19,32,12,7,239,145,14.6,60.1,24.6,68.7,13.8,59.9,23.7,68.5,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,099741,CME ,00,099 ,753915,43087,494265,6657,459449,76813,17600,71486,85373,14999,41713,11374,4448,659439,711529,94476,42386,7752,-4446,13512,1992,20724,-304,192,-11475,-3962,-1378,-1044,-625,-14,4551,9413,3201,-1661,100,5.7,65.6,0.9,60.9,10.2,2.3,9.5,11.3,2,5.5,1.5,0.6,87.5,94.4,12.5,5.6,305,16,13,7,117,22,48,46,43,23,34,14,7,235,155,14.5,59.3,24.1,67.9,13.7,59.1,23.2,67.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,099741,CME ,00,099 ,746163,47533,480753,4665,438725,77117,17408,82961,89335,16377,42757,11999,4462,654888,702116,91275,44047,34133,2283,20891,3266,6703,-5362,553,11472,12157,569,3247,-919,-26,28067,31129,6066,3004,100,6.4,64.4,0.6,58.8,10.3,2.3,11.1,12,2.2,5.7,1.6,0.6,87.8,94.1,12.2,5.9,304,16,13,6,114,21,50,53,39,24,33,15,7,239,152,14.5,57.9,24.6,67.1,13.8,57.9,23.3,67,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,099741,CME ,00,099 ,712030,45250,459862,1399,432022,82479,16855,71489,77178,15808,39510,12918,4488,626821,670987,85209,41043,-16357,12771,4449,-542,-19304,-3203,-721,-10251,-15696,1183,-850,324,-26,-17740,-14232,1383,-2125,100,6.4,64.6,0.2,60.7,11.6,2.4,10,10.8,2.2,5.5,1.8,0.6,88,94.2,12,5.8,299,16,15,6,110,25,46,44,42,22,31,16,7,225,155,16.1,58.4,26.4,66.2,15.4,58.4,25.4,66,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,232741,CME ,00,232 ,126681,22137,9723,125,47401,67108,2666,29146,20784,2754,3344,0,0,107573,103160,19108,23521,3225,1493,-2720,27,-2044,5786,1472,5039,-2090,-516,640,0,0,6111,1959,-2886,1266,100,17.5,7.7,0.1,37.4,53,2.1,23,16.4,2.2,2.6,0,0,84.9,81.4,15.1,18.6,83,4,5,,15,16,9,24,15,12,4,0,0,53,53,32.6,50.2,46.6,60.9,32.6,49.9,45.4,59.8,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,232741,CME ,00,232 ,123456,20644,12443,98,49445,61322,1194,24107,22874,3270,2704,0,0,101462,101201,21994,22255,-2577,-296,-1321,24,-7323,-117,-15,8278,-3336,-793,0,0,0,-125,-5558,-2452,2981,100,16.7,10.1,0.1,40.1,49.7,1,19.5,18.5,2.6,2.2,0,0,82.2,82,17.8,18,77,4,5,,16,11,6,23,15,11,,0,0,50,46,31.6,51.4,43.3,61.3,31.5,51.1,43.2,60.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,232741,CME ,00,232 ,126033,20940,13764,74,56768,61439,1209,15829,26210,4063,2704,0,0,101587,106759,24446,19274,2027,1750,-351,21,-2720,1404,115,2822,957,-151,350,0,0,2187,1995,-160,32,100,16.6,10.9,0.1,45,48.7,1,12.6,20.8,3.2,2.1,0,0,80.6,84.7,19.4,15.3,76,4,5,,16,13,6,18,17,12,,0,0,51,45,35.5,48.8,47.5,59.6,35.5,48.5,47.5,58.4,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,232741,CME ,00,232 ,124006,19190,14115,53,59488,60035,1094,13007,25253,4214,2354,0,0,99400,104764,24606,19242,-12298,-5283,-2502,49,-5460,-2175,-64,-3674,-11706,2001,100,0,0,-12331,-14397,33,2099,100,15.5,11.4,0,48,48.4,0.9,10.5,20.4,3.4,1.9,0,0,80.2,84.5,19.8,15.5,80,4,5,,17,13,6,18,20,11,,0,0,51,47,35.3,50,47.8,60.7,35.3,49.6,47.8,59.9,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,232741,CME ,00,232 ,136304,24473,16617,4,64948,62210,1158,16681,36959,2213,2254,0,0,111731,119161,24573,17143,6814,-4787,1335,-21,8761,243,146,942,7045,361,-258,0,0,5144,9109,1670,-2295,100,18,12.2,0,47.6,45.6,0.8,12.2,27.1,1.6,1.7,0,0,82,87.4,18,12.6,81,5,5,,21,10,5,18,18,11,4,0,0,56,42,35.5,48,47.9,59.6,35.5,47.7,47.9,59,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,232741,CME ,00,232 ,129490,29260,15282,25,56187,61967,1012,15739,29914,1852,2512,0,0,106587,110052,22903,19438,1277,1381,-1006,-2,1936,-1529,-6,1895,3593,-547,65,0,0,4722,503,-3445,774,100,22.6,11.8,0,43.4,47.9,0.8,12.2,23.1,1.4,1.9,0,0,82.3,85,17.7,15,79,5,4,,20,12,5,16,18,9,4,0,0,50,44,41,50.2,52.7,61.5,41,50.1,52.7,61.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,232741,CME ,00,232 ,128213,27879,16288,27,54251,63496,1018,13844,26321,2399,2447,0,0,101865,109549,26348,18664,2185,-481,4950,-18,2290,-87,-1187,-3303,-266,-778,-113,0,0,-3590,2614,5775,-429,100,21.7,12.7,0,42.3,49.5,0.8,10.8,20.5,1.9,1.9,0,0,79.4,85.4,20.6,14.6,75,4,5,,17,13,6,14,18,6,4,0,0,44,44,41.4,51.8,52.8,61.4,41.4,51.7,52.8,61.1,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,232741,CME ,00,232 ,126028,28360,11338,45,51961,63583,2205,17147,26587,3177,2560,0,0,105455,106935,20573,19093,-6932,-2459,6353,-11,-566,-5443,-885,-5244,-4271,-593,100,0,0,-9658,-4850,2726,-2082,100,22.5,9,0,41.2,50.5,1.7,13.6,21.1,2.5,2,0,0,83.7,84.9,16.3,15.1,80,4,5,,16,16,7,18,18,7,,0,0,48,47,42.2,47.8,54,57.7,42.2,47.7,53.6,57.3,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,232741,CME ,00,232 ,132960,30819,4985,56,52527,69026,3090,22391,30858,3770,2460,0,0,115113,111785,17847,21175,3765,1793,-849,2,-1477,1173,-55,3620,2024,-202,250,0,0,3931,2093,-166,1672,100,23.2,3.7,0,39.5,51.9,2.3,16.8,23.2,2.8,1.9,0,0,86.6,84.1,13.4,15.9,80,5,,,15,18,6,18,18,6,,0,0,46,48,39.8,45.8,51.8,55,39.8,45.7,51.5,54.7,"(CONTRACTS OF AUD 100,000)",F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,299741,CME ,00,099 ,33028,0,11118,56,15357,586,3496,429,14671,12,0,0,0,19350,29939,13678,3089,-1043,-400,8,-2,-26,-640,-29,-441,-714,-13,0,0,0,-911,-1390,-132,347,100,0,33.7,0.2,46.5,1.8,10.6,1.3,44.4,0,0,0,0,58.6,90.6,41.4,9.4,26,0,,,17,,6,,4,,0,0,0,21,13,23.1,66.7,38.2,84.1,22.1,66.5,34.8,79.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,299741,CME ,00,099 ,34071,400,11110,58,15383,1226,3525,870,15385,25,0,0,0,20261,31329,13810,2742,1269,400,-3,-2,113,99,165,441,1011,11,0,-544,0,1128,737,141,532,100,1.2,32.6,0.2,45.1,3.6,10.3,2.6,45.2,0.1,0,0,0,59.5,92,40.5,8,29,,,,17,,6,,4,,0,0,0,23,15,22.4,64.2,37,83.7,21.4,64,33.7,81,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,299741,CME ,00,099 ,32802,0,11113,60,15270,1127,3360,429,14374,14,0,544,0,19133,30592,13669,2210,-89,-430,-3,7,274,-141,-152,0,191,-20,0,0,0,-321,-118,232,29,100,0,33.9,0.2,46.6,3.4,10.2,1.3,43.8,0,0,1.7,0,58.3,93.3,41.7,6.7,28,0,,,17,,6,,4,,0,,0,21,15,23.1,64.5,38.2,83.8,22.1,64.3,34.6,81,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,299741,CME ,00,099 ,32891,430,11116,53,14996,1268,3512,429,14183,34,0,544,0,19454,30710,13437,2181,1085,430,-21,6,130,143,573,0,422,34,0,53,0,1173,1210,-88,-125,100,1.3,33.8,0.2,45.6,3.9,10.7,1.3,43.1,0.1,0,1.7,0,59.1,93.4,40.9,6.6,30,,,,17,,6,,5,,0,,0,22,16,22.3,62.3,37.5,81.8,21.3,62.2,34,79.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,299741,CME ,00,099 ,31806,0,11137,47,14866,1125,2939,429,13761,0,0,491,0,18281,29500,13525,2306,-127,0,-68,14,-37,539,0,0,-367,0,0,84,0,-23,202,-104,-329,100,0,35,0.1,46.7,3.5,9.2,1.3,43.3,0,0,1.5,0,57.5,92.7,42.5,7.3,28,0,,,17,,5,,4,0,0,,0,20,14,21.6,64.1,37.1,84.4,21.1,64,34.5,81.5,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,299741,CME ,00,099 ,31933,0,11205,33,14903,586,2939,429,14128,0,0,407,0,18304,29298,13629,2635,85,-417,278,2,206,-665,62,0,392,0,0,-49,0,-147,20,232,65,100,0,35.1,0.1,46.7,1.8,9.2,1.3,44.2,0,0,1.3,0,57.3,91.7,42.7,8.3,27,0,,,17,,5,,4,0,0,,0,20,13,21.5,65,36.9,85.4,21.3,64.9,34.6,82.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,299741,CME ,00,099 ,31848,417,10927,31,14697,1251,2877,429,13736,0,0,456,0,18451,29278,13397,2570,191,6,-8,6,198,-71,-289,-420,-147,0,0,456,0,-499,-53,690,244,100,1.3,34.3,0.1,46.1,3.9,9,1.3,43.1,0,0,1.4,0,57.9,91.9,42.1,8.1,30,,,,16,4,5,,5,0,0,,0,21,15,21.2,63.1,36.2,82.2,21.2,63,34.1,79.5,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,299741,CME ,00,099 ,31657,411,10935,25,14499,1322,3166,849,13883,0,0,0,0,18950,29331,12707,2326,90,11,-6,3,-14,183,-63,-25,-51,-1,0,0,0,-89,65,179,25,100,1.3,34.5,0.1,45.8,4.2,10,2.7,43.9,0,0,0,0,59.9,92.7,40.1,7.3,31,,,,16,4,6,,6,0,0,0,0,22,16,21.1,61.7,36.8,80.6,21.1,61.6,33.4,78.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,299741,CME ,00,099 ,31567,400,10941,22,14513,1139,3229,874,13934,1,0,0,0,19039,29266,12528,2301,1868,400,788,0,1216,1,496,445,1412,0,0,0,0,2557,2697,-689,-829,100,1.3,34.7,0.1,46,3.6,10.2,2.8,44.1,0,0,0,0,60.3,92.7,39.7,7.3,30,,,,16,4,6,,5,,0,0,0,23,15,20.3,62.2,36.5,82.9,20.3,62.1,33.7,80.5,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,399741,CME ,00,099 ,21537,5332,3574,39,3514,11315,1158,4272,0,0,0,1100,0,14315,17186,7222,4351,,,,,,,,,,,,,,,,,,100,24.8,16.6,0.2,16.3,52.5,5.4,19.8,0,0,0,5.1,0,66.5,79.8,33.5,20.2,20,,,,4,9,,,0,0,0,,0,13,11,46.5,55.5,59.7,72.9,46.5,52.3,59,67.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,095741,CME ,00,095 ,294741,691,201133,1328,159637,8359,215,113100,52021,3065,8219,25336,20,286275,291477,8466,3264,17388,129,1971,420,6011,-1075,-418,11641,16521,388,-560,-409,0,17611,17398,-223,-10,100,0.2,68.2,0.5,54.2,2.8,0.1,38.4,17.6,1,2.8,8.6,0,97.1,98.9,2.9,1.1,182,,12,,30,7,,67,34,14,12,16,,124,78,33.2,69.5,50.3,80.5,33.2,69.3,50.3,80.2,"(CONTRACTS OF MXN 500,000)",F15,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,095741,CME ,00,095 ,277353,562,199162,908,153626,9434,633,101459,35500,2677,8779,25745,20,268664,274079,8689,3274,-1651,-119,3290,11,6635,-390,120,-8953,-4750,160,693,-330,2,-1451,-1887,-200,236,100,0.2,71.8,0.3,55.4,3.4,0.2,36.6,12.8,1,3.2,9.3,0,96.9,98.8,3.1,1.2,173,,12,,29,9,,71,25,12,12,13,,125,65,32.9,72,49.8,82.5,32.9,72,49.8,82.3,"(CONTRACTS OF MXN 500,000)",F15,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,095741,CME ,00,095 ,279004,681,195872,897,146991,9824,513,110412,40250,2517,8086,26075,18,270115,275966,8889,3038,16555,-9,2424,4,734,948,39,11298,11976,650,2308,459,0,15024,16500,1531,55,100,0.2,70.2,0.3,52.7,3.5,0.2,39.6,14.4,0.9,2.9,9.3,0,96.8,98.9,3.2,1.1,176,,11,,32,8,,69,26,12,12,15,,127,66,31.8,71.1,50.7,82,31.8,71.1,50.7,81.9,"(CONTRACTS OF MXN 500,000)",F15,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,095741,CME ,00,095 ,262449,690,193448,893,146257,8876,474,99114,28274,1867,5778,25616,18,255091,259466,7358,2983,-23032,-1016,966,3,-42,-175,-39,-19612,-23950,122,-1965,433,0,-22549,-22640,-483,-392,100,0.3,73.7,0.3,55.7,3.4,0.2,37.8,10.8,0.7,2.2,9.8,0,97.2,98.9,2.8,1.1,166,,10,,35,7,,59,27,9,11,14,,115,65,33.2,74.9,52.1,84.8,33.2,74.9,52.1,84.7,"(CONTRACTS OF MXN 500,000)",F15,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,095741,CME ,00,095 ,285481,1706,192482,890,146299,9051,513,118726,52224,1745,7743,25183,18,277640,282106,7841,3375,12826,-576,4798,-5,154,-882,194,11383,6952,600,1863,9,0,13613,11666,-787,1160,100,0.6,67.4,0.3,51.2,3.2,0.2,41.6,18.3,0.6,2.7,8.8,0,97.3,98.8,2.7,1.2,189,5,11,,32,7,,70,31,10,19,14,,136,68,29.4,69.6,47.7,81.7,29.4,69.6,47.7,81.5,"(CONTRACTS OF MXN 500,000)",F15,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,095741,CME ,00,095 ,272655,2282,187684,895,146145,9933,319,107343,45272,1145,5880,25174,18,264027,270440,8628,2215,-1572,1141,1557,90,4366,9,-97,-5255,-3030,-353,-1411,378,0,-1519,-1446,-53,-126,100,0.8,68.8,0.3,53.6,3.6,0.1,39.4,16.6,0.4,2.2,9.2,0,96.8,99.2,3.2,0.8,182,4,10,,34,6,,68,31,8,14,15,,128,69,30.6,71.7,49.6,82.3,30.6,71.7,49.6,82.2,"(CONTRACTS OF MXN 500,000)",F15,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,095741,CME ,00,095 ,274227,1141,186127,805,141779,9924,416,112598,48302,1498,7291,24796,18,265546,271886,8681,2341,3401,-309,5735,30,2817,1602,-74,-352,-5167,304,897,1048,0,3313,3478,88,-77,100,0.4,67.9,0.3,51.7,3.6,0.2,41.1,17.6,0.5,2.7,9,0,96.8,99.1,3.2,0.9,181,,8,,35,6,4,70,30,9,15,14,,132,65,27.7,71.3,47.1,82.8,27.7,71.3,47,82.6,"(CONTRACTS OF MXN 500,000)",F15,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,095741,CME ,00,095 ,270826,1450,180392,775,138962,8322,490,112950,53469,1194,6394,23748,18,262233,268408,8593,2418,25797,-357,4001,10,14407,554,206,9021,18936,369,1626,1267,0,25282,25343,515,454,100,0.5,66.6,0.3,51.3,3.1,0.2,41.7,19.7,0.4,2.4,8.8,0,96.8,99.1,3.2,0.9,182,4,8,,34,6,6,73,29,7,14,13,,134,64,26.6,73.8,46.6,83.6,26.6,73.8,46.6,83.5,"(CONTRACTS OF MXN 500,000)",F15,FutOnly
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,095741,CME ,00,095 ,245029,1807,176391,765,124555,7768,284,103929,34533,825,4768,22481,18,236951,243065,8078,1964,12622,133,2162,18,3734,-184,-308,8658,10627,70,112,284,0,12417,12669,205,-47,100,0.7,72,0.3,50.8,3.2,0.1,42.4,14.1,0.3,1.9,9.2,0,96.7,99.2,3.3,0.8,165,5,7,,35,6,5,68,21,7,12,11,,127,53,25.9,77.5,45.7,86.8,25.9,77.5,45.7,86.8,"(CONTRACTS OF MXN 500,000)",F15,FutOnly
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,102741,CME ,00,102 ,47629,253,34749,3559,25103,1367,0,13177,3647,295,973,1393,50,43410,45060,4219,2569,382,60,-156,3175,-5019,108,0,2111,-2566,-455,-26,-192,50,-104,-36,486,418,100,0.5,73,7.5,52.7,2.9,0,27.7,7.7,0.6,2,2.9,0.1,91.1,94.6,8.9,5.4,63,,5,,17,4,0,18,6,,6,5,,48,21,48.1,82,65.3,89.1,47.5,74.7,61.3,81.5,"(CONTRACTS OF BRL 100,000)",F15,FutOnly
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,102741,CME ,00,102 ,47247,193,34905,384,30122,1259,0,11066,6213,750,999,1585,0,43514,45096,3733,2151,-193,0,50,-12,-1314,0,0,-75,-1130,750,99,-13,0,-552,-355,359,162,100,0.4,73.9,0.8,63.8,2.7,0,23.4,13.2,1.6,2.1,3.4,0,92.1,95.4,7.9,4.6,63,,6,,16,4,0,17,7,,6,6,0,43,24,56.9,76.5,69.2,86.7,56.9,75.6,69.2,85.6,"(CONTRACTS OF BRL 100,000)",F15,FutOnly
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,102741,CME ,00,102 ,47440,193,34855,396,31436,1259,0,11141,7343,0,900,1598,0,44066,45451,3374,1989,-4798,0,544,45,-108,106,0,-4491,-4970,0,-85,-199,0,-4639,-4474,-159,-324,100,0.4,73.5,0.8,66.3,2.7,0,23.5,15.5,0,1.9,3.4,0,92.9,95.8,7.1,4.2,62,,5,,17,4,0,17,7,0,5,6,0,41,22,59.3,75.8,71.3,86.4,59.3,75,71.3,85.5,"(CONTRACTS OF BRL 100,000)",F15,FutOnly
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,102741,CME ,00,102 ,52238,193,34311,351,31544,1153,0,15632,12313,0,985,1797,0,48705,49925,3533,2313,-19858,13,12510,-22755,4880,-432,0,-813,-8773,-32,-703,546,-205,-19615,-19141,-243,-717,100,0.4,65.7,0.7,60.4,2.2,0,29.9,23.6,0,1.9,3.4,0,93.2,95.6,6.8,4.4,61,,5,,17,,0,18,5,0,6,6,0,43,19,54.8,76.6,69.9,88.3,54.8,75.9,69.9,87.6,"(CONTRACTS OF BRL 100,000)",F15,FutOnly
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,102741,CME ,00,102 ,72096,180,21801,23106,26664,1585,0,16445,21086,32,1688,1251,205,68320,69066,3776,3030,26968,-119,-96,21579,2329,-505,-225,2609,5461,12,387,259,205,26777,26690,191,278,100,0.2,30.2,32,37,2.2,0,22.8,29.2,0,2.3,1.7,0.3,94.8,95.8,5.2,4.2,77,,6,,17,5,0,20,12,5,9,6,,55,31,53.3,79.7,68.6,87.9,33.7,48.9,43.7,55.9,"(CONTRACTS OF BRL 100,000)",F15,FutOnly
BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,102741,CME ,00,102 ,45128,299,21897,1527,24335,2090,225,13836,15625,20,1301,992,0,41543,42376,3585,2752,4328,119,-8,1309,2777,-477,197,310,3314,15,112,-233,0,4839,4117,-511,211,100,0.7,48.5,3.4,53.9,4.6,0.5,30.7,34.6,0,2.9,2.2,0,92.1,93.9,7.9,6.1,73,,6,,17,6,,21,9,,8,4,0,53,26,51,71.5,63.8,82.5,51,68.7,63.4,79.1,"(CONTRACTS OF BRL 100,000)",F15,FutOnly
